"countries","dac","dist","colony"
"GIB","GBR",1759.095,1
"GIB","ITA",1667.082,0
"GIB","JPN",11264.08,0
"GIB","NLD",1976.745,0
"GIB","USA",5852.045,0
"GIN","AUS",17008.56,0
"GIN","CAN",7177.375,0
"GIN","DEU",5106.668,0
"GIN","ESP",3637.762,0
"GIN","FRA",4691.556,1
"GIN","GBR",4883.128,0
"GIN","ITA",4537.205,0
"GIN","JPN",14383.76,0
"GIN","NLD",5118.922,0
"GIN","USA",6672.73,0
"GLP","AUS",16189.21,0
"GLP","CAN",3500.679,0
"GLP","DEU",7161.309,0
"GLP","ESP",6177.53,0
"GLP","FRA",6794.139,1
"GLP","GBR",6673.271,0
"GLP","ITA",7541.677,0
"GLP","JPN",13853.44,0
"GLP","NLD",7032.384,0
"GLP","USA",2997.893,0
"GMB","AUS",17449.47,0
"GMB","CAN",6801.282,0
"GMB","DEU",4730.976,0
"GMB","ESP",3253.898,0
"GMB","FRA",4308.25,0
"GMB","GBR",4484.335,1
"GMB","ITA",4231.457,0
"GMB","JPN",14027.13,0
"GMB","NLD",4733.77,0
"GMB","USA",6307.115,0
"GNB","AUS",17241.67,0
"GNB","CAN",7002.124,0
"GNB","DEU",4858.305,0
"GNB","ESP",3386.208,0
"GNB","FRA",4440.633,0
"GNB","GBR",4627.791,0
"GNB","ITA",4314.739,0
"GNB","JPN",14144.45,0
"GNB","NLD",4867.571,0
"GNB","USA",6505.373,0
"GNQ","AUS",14894.97,0
"GNQ","CAN",9582.474,0
"GNQ","DEU",5313.557,0
"GNQ","ESP",4270.053,1
"GNQ","FRA",5058.926,0
"GNQ","GBR",5379.635,0
"GNQ","ITA",4260.175,0
"GNQ","JPN",13305.85,0
"GNQ","NLD",5421.13,0
"GNQ","USA",9137.71,0
"GRC","AUS",15337.68,0
"GRC","CAN",8103.304,0
"GRC","DEU",1990.582,0
"GRC","ESP",2372.903,0
"GRC","FRA",2098.726,0
"GRC","GBR",2394.85,0
"GRC","ITA",1050.411,0
"GRC","JPN",9517.985,0
"GRC","NLD",2162.912,0
"GRC","USA",7929.328,0
"GRD","AUS",15910.92,0
"GRD","CAN",3901.79,0
"GRD","DEU",7499.045,0
"GRD","ESP",6455.562,0
"GRD","FRA",7120.287,0
"GRD","GBR",7015.669,1
"GRD","ITA",7822.319,0
"GRD","JPN",14260.26,0
"GRD","NLD",7375.779,0
"GRD","USA",3410.385,0
"GRL","AUS",16317.08,0
"GRL","CAN",2868.995,0
"GRL","DEU",3597.458,0
"GRL","ESP",4045.646,0
"GRL","FRA",3584.681,0
"GRL","GBR",3248.723,0
"GRL","ITA",4686.165,0
"GRL","JPN",8874.762,0
"GRL","NLD",3427.015,0
"GRL","USA",2978.063,0
"GTM","AUS",13518.06,0
"GTM","CAN",3398.818,0
"GTM","DEU",9256.591,0
"GTM","ESP",8700.88,1
"GTM","FRA",9001.048,0
"GTM","GBR",8771.687,0
"GTM","ITA",9976.035,0
"GTM","JPN",12332.35,0
"GTM","NLD",9093.943,0
"GTM","USA",3318.143,0
"GUF","AUS",15999.24,0
"GUF","CAN",5059.639,0
"GUF","DEU",7503.667,0
"GUF","ESP",6247.964,0
"GUF","FRA",7084.598,1
"GUF","GBR",7056.67,0
"GUF","ITA",7580.47,0
"GUF","JPN",15342.09,0
"GUF","NLD",7410.357,0
"GUF","USA",4535.412,0
"GUY","AUS",15767.02,0
"GUY","CAN",4597.552,0
"GUY","DEU",7722.085,0
"GUY","ESP",6559.739,0
"GUY","FRA",7320.075,0
"GUY","GBR",7254.288,1
"GUY","ITA",7916.695,0
"GUY","JPN",14952.15,0
"GUY","NLD",7613.425,0
"GUY","USA",4096.591,0
"HKG","AUS",7377.491,0
"HKG","CAN",12568.15,0
"HKG","DEU",9209.702,0
"HKG","ESP",10551.06,0
"HKG","FRA",9639.476,0
"HKG","GBR",9638.419,1
"HKG","ITA",9289.38,0
"HKG","JPN",2891.225,0
"HKG","NLD",9290.671,0
"HKG","USA",12969.58,0
"HND","AUS",13788.73,0
"HND","CAN",3374.839,0
"HND","DEU",9083.054,0
"HND","ESP",8463.837,1
"HND","FRA",8810.234,0
"HND","GBR",8593.704,0
"HND","ITA",9759.432,0
"HND","JPN",12611.31,0
"HND","NLD",8923.632,0
"HND","USA",3234.232,0
"HRV","AUS",16041.65,0
"HRV","CAN",7055.769,0
"HRV","DEU",912.2662,0
"HRV","ESP",1702.46,0
"HRV","FRA",1081.762,0
"HRV","GBR",1341.216,0
"HRV","ITA",517.0557,0
"HRV","JPN",9358.526,0
"HRV","NLD",1085.255,0
"HRV","USA",6909.169,0
"HTI","AUS",15408.26,0
"HTI","CAN",2870.515,0
"HTI","DEU",7679.781,0
"HTI","ESP",6900.858,0
"HTI","FRA",7361.197,0
"HTI","GBR",7184.438,0
"HTI","ITA",8234.053,0
"HTI","JPN",13116.13,0
"HTI","NLD",7532.215,0
"HTI","USA",2475.965,0
"HUN","AUS",15795.78,0
"HUN","CAN",7131.152,0
"HUN","DEU",976.2567,0
"HUN","ESP",1977.705,0
"HUN","FRA",1247.24,0
"HUN","GBR",1453.666,0
"HUN","ITA",811.4083,0
"HUN","JPN",9058.923,0
"HUN","NLD",1145.901,0
"HUN","USA",7011.543,0
"IDN","AUS",5511.902,0
"IDN","CAN",15815.39,0
"IDN","DEU",11227.22,0
"IDN","ESP",12188.31,0
"IDN","FRA",11584.25,0
"IDN","GBR",11718.78,0
"IDN","ITA",10823.78,0
"IDN","JPN",5791.627,0
"IDN","NLD",11361.64,1
"IDN","USA",16180.32,0
"IND","AUS",10435.1,0
"IND","CAN",11643.63,0
"IND","DEU",6229.637,0
"IND","ESP",7282.046,0
"IND","FRA",6594.23,0
"IND","GBR",6720.636,1
"IND","ITA",5922.222,0
"IND","JPN",5847.71,0
"IND","NLD",6363.421,0
"IND","USA",11761.81,0
"IRL","AUS",17230.5,0
"IRL","CAN",5256.649,0
"IRL","DEU",920.8693,0
"IRL","ESP",1450.236,0
"IRL","FRA",778.2031,0
"IRL","GBR",460.4115,1
"IRL","ITA",1887.733,0
"IRL","JPN",9599.005,0
"IRL","NLD",756.7269,0
"IRL","USA",5117.716,0
"IRN","AUS",12915.79,0
"IRN","CAN",9900.537,0
"IRN","DEU",3914.946,0
"IRN","ESP",4784.696,0
"IRN","FRA",4218.442,0
"IRN","GBR",4408.013,0
"IRN","ITA",3417.937,0
"IRN","JPN",7672.881,0
"IRN","NLD",4071.167,0
"IRN","USA",9865.231,0
"IRQ","AUS",13400.57,0
"IRQ","CAN",9743.38,0
"IRQ","DEU",3621.25,0
"IRQ","ESP",4304.903,0
"IRQ","FRA",3867.434,0
"IRQ","GBR",4099.578,0
"IRQ","ITA",2952.038,0
"IRQ","JPN",8356.103,0
"IRQ","NLD",3788.199,0
"IRQ","USA",9651.111,0
"ISL","AUS",16632.49,0
"ISL","CAN",4197.29,0
"ISL","DEU",2189.024,0
"ISL","ESP",2894.701,0
"ISL","FRA",2234.723,0
"ISL","GBR",1891.859,0
"ISL","ITA",3307.978,0
"ISL","JPN",8808.42,0
"ISL","NLD",2022.635,0
"ISL","USA",4201.936,0
"ISR","AUS",14191.52,0
"ISR","CAN",9276.556,0
"ISR","DEU",3122.905,0
"ISR","ESP",3546.182,0
"ISR","FRA",3281.899,0
"ISR","GBR",3561.059,1
"ISR","ITA",2250.53,0
"ISR","JPN",9174.412,0
"ISR","NLD",3296.282,0
"ISR","USA",9119.813,0
"ITA","AUS",16333.25,0
"ITA","CAN",7089.198,0
"ITA","DEU",1146.023,0
"ITA","ESP",1366.76,0
"ITA","FRA",1109.901,0
"ITA","GBR",1438.425,0
"ITA","ITA",206.4667,0
"ITA","JPN",9869.275,0
"ITA","NLD",1297.695,0
"ITA","USA",6895.107,0
"JAM","AUS",14968.03,0
"JAM","CAN",2868.783,0
"JAM","DEU",8037.315,0
"JAM","ESP",7317.881,0
"JAM","FRA",7734.696,0
"JAM","GBR",7542.905,1
"JAM","ITA",8637.783,0
"JAM","JPN",12929.15,0
"JAM","NLD",7885.116,0
"JAM","USA",2549.896,0
"JOR","AUS",14083.24,0
"JOR","CAN",9360.481,0
"JOR","DEU",3202.998,0
"JOR","ESP",3651.507,0
"JOR","FRA",3371.398,0
"JOR","GBR",3646.355,1
"JOR","ITA",2349.238,0
"JOR","JPN",9095.954,0
"JOR","NLD",3376.146,0
"JOR","USA",9209.496,0
"JPN","AUS",7831.446,0
"JPN","CAN",10358.49,0
"JPN","DEU",9298.341,0
"JPN","ESP",10777.42,0
"JPN","FRA",9725.629,0
"JPN","GBR",9574.237,0
"JPN","ITA",9869.275,0
"JPN","JPN",231.188,0
"JPN","NLD",9303.377,0
"JPN","USA",10855.59,0
"KAZ","AUS",11415.23,0
"KAZ","CAN",10079.05,0
"KAZ","DEU",5148.398,0
"KAZ","ESP",6423.357,0
"KAZ","FRA",5561.785,0
"KAZ","GBR",5610.276,0
"KAZ","ITA",5149.272,0
"KAZ","JPN",5334.946,0
"KAZ","NLD",5251.808,0
"KAZ","USA",10240.88,0
"KEN","AUS",12158.13,0
"KEN","CAN",12195.27,0
"KEN","DEU",6509.792,0
"KEN","ESP",6196.96,0
"KEN","FRA",6491.402,0
"KEN","GBR",6827.827,1
"KEN","ITA",5392.694,0
"KEN","JPN",11265.97,0
"KEN","NLD",6674.031,0
"KEN","USA",11853.13,0
"KGZ","AUS",11550.83,0
"KGZ","CAN",10058.08,0
"KGZ","DEU",5016.011,0
"KGZ","ESP",6270.474,0
"KGZ","FRA",5424.702,0
"KGZ","GBR",5483.192,0
"KGZ","ITA",4985.388,0
"KGZ","JPN",5529.738,0
"KGZ","NLD",5123.767,0
"KGZ","USA",10203.99,0
"KHM","AUS",7037.221,0
"KHM","CAN",13870.98,0
"KHM","DEU",9552.044,0
"KHM","ESP",10707.77,0
"KHM","FRA",9947.79,1
"KHM","GBR",10026.82,0
"KHM","ITA",9357.015,0
"KHM","JPN",4409.127,0
"KHM","NLD",9666.672,0
"KHM","USA",14208.13,0
"KIR","AUS",4549.427,0
"KIR","CAN",11304.19,0
"KIR","DEU",14008.35,0
"KIR","ESP",15370.67,0
"KIR","FRA",14371.47,0
"KIR","GBR",14114.23,1
"KIR","ITA",14838.9,0
"KIR","JPN",5142.157,0
"KIR","NLD",13952.75,0
"KIR","USA",11815.61,0
"KNA","AUS",16189.28,0
"KNA","CAN",3327.077,0
"KNA","DEU",7120.265,0
"KNA","ESP",6172.208,0
"KNA","FRA",6760.687,0
"KNA","GBR",6629.86,1
"KNA","ITA",7532.995,0
"KNA","JPN",13682.17,0
"KNA","NLD",6987.902,0
"KNA","USA",2827.367,0
"KOR","AUS",8329.652,0
"KOR","CAN",10617.7,0
"KOR","DEU",8543.784,0
"KOR","ESP",10012.64,0
"KOR","FRA",8981.467,0
"KOR","GBR",8875.39,0
"KOR","ITA",8982.659,0
"KOR","JPN",1156.67,1
"KOR","NLD",8573.183,0
"KOR","USA",11065.7,0
"KWT","AUS",12907.86,0
"KWT","CAN",10302.77,0
"KWT","DEU",4177.56,0
"KWT","ESP",4809.398,0
"KWT","FRA",4415.222,0
"KWT","GBR",4653.481,1
"KWT","ITA",3471.372,0
"KWT","JPN",8313.143,0
"KWT","NLD",4345.208,0
"KWT","USA",10209.52,0
"LAO","AUS",7731.611,0
"LAO","CAN",13171.04,0
"LAO","DEU",8842.204,0
"LAO","ESP",10040.42,0
"LAO","FRA",9245.57,1
"LAO","GBR",9311.193,0
"LAO","ITA",8703.752,0
"LAO","JPN",4143.801,0
"LAO","NLD",8951.699,0
"LAO","USA",13487.61,0
"LBN","AUS",14194.54,0
"LBN","CAN",9173.474,0
"LBN","DEU",3013.148,0
"LBN","ESP",3524.9,0
"LBN","FRA",3197.032,1
"LBN","GBR",3464.002,0
"LBN","ITA",2199.887,0
"LBN","JPN",8999.5,0
"LBN","NLD",3185.802,0
"LBN","USA",9032.354,0
"LBR","AUS",16446.83,0
"LBR","CAN",7815.56,0
"LBR","DEU",5283.326,0
"LBR","ESP",3858.067,0
"LBR","FRA",4892.298,1
"LBR","GBR",5121.267,0
"LBR","ITA",4575.671,0
"LBR","JPN",14433.92,0
"LBR","NLD",5318.604,0
"LBR","USA",7315.249,0
"LBY","AUS",16157.12,0
"LBY","CAN",7758.984,0
"LBY","DEU",2143.809,0
"LBY","ESP",1726.345,0
"LBY","FRA",2007.716,0
"LBY","GBR",2350.661,0
"LBY","ITA",1019.841,1
"LBY","JPN",10607.65,0
"LBY","NLD",2281.397,0
"LBY","USA",7496.542,0
"LCA","AUS",16114.25,0
"LCA","CAN",3734.94,0
"LCA","DEU",7279.451,0
"LCA","ESP",6253.771,0
"LCA","FRA",6903.772,0
"LCA","GBR",6794.753,1
"LCA","ITA",7620.192,0
"LCA","JPN",14088.41,0
"LCA","NLD",7154.686,0
"LCA","USA",3232.885,0
"LKA","AUS",8751.808,0
"LKA","CAN",14029.91,0
"LKA","DEU",8232.307,0
"LKA","ESP",8975.765,0
"LKA","FRA",8526.015,0
"LKA","GBR",8725.037,1
"LKA","ITA",7635.494,0
"LKA","JPN",6861.33,0
"LKA","NLD",8388.237,0
"LKA","USA",14093.15,0
"LSO","AUS",10838.48,0
"LSO","CAN",13511.57,0
"LSO","DEU",9212.81,0
"LSO","ESP",8403.123,0
"LSO","FRA",9054.14,0
"LSO","GBR",9393.496,1
"LSO","ITA",8072.605,0
"LSO","JPN",13760.53,0
"LSO","NLD",9351.925,0
"LSO","USA",13001.46,0
"LTU","AUS",15291.39,0
"LTU","CAN",6989.555,0
"LTU","DEU",1272.883,0
"LTU","ESP",2666.384,0
"LTU","FRA",1700.296,0
"LTU","GBR",1729.554,0
"LTU","ITA",1706.051,0
"LTU","JPN",8197.214,0
"LTU","NLD",1370.703,0
"LTU","USA",6956.313,0
"LUX","AUS",16686.87,0
"LUX","CAN",6209.579,0
"LUX","DEU",215.9864,0
"LUX","ESP",1281.233,0
"LUX","FRA",289.1023,0
"LUX","GBR",494.0174,0
"LUX","ITA",989.5763,0
"LUX","JPN",9500.391,0
"LUX","NLD",318.3489,1
"LUX","USA",6062.731,0
"LVA","AUS",15331.2,0
"LVA","CAN",6776.347,0
"LVA","DEU",1265.433,0
"LVA","ESP",2715.85,0
"LVA","FRA",1704.598,0
"LVA","GBR",1680.389,0
"LVA","ITA",1869.574,0
"LVA","JPN",8094.411,0
"LVA","NLD",1332.481,0
"LVA","USA",6759.198,0
"MAC","AUS",7411.163,0
"MAC","CAN",12578.72,0
"MAC","DEU",9172.872,0
"MAC","ESP",10509.64,0
"MAC","FRA",9601.923,0
"MAC","GBR",9603.494,0
"MAC","ITA",9244.462,0
"MAC","JPN",2939.847,0
"MAC","NLD",9255.022,0
"MAC","USA",12976.25,0
"MAR","AUS",18008.29,0
"MAR","CAN",6177.698,0
"MAR","DEU",2237.169,0
"MAR","ESP",762.6525,0
"MAR","FRA",1816.853,1
"MAR","GBR",2017.175,0
"MAR","ITA",1903.561,0
"MAR","JPN",11534.55,0
"MAR","NLD",2243.923,0
"MAR","USA",5840.309,0
"MDA","AUS",15056.51,0
"MDA","CAN",7732.758,0
"MDA","DEU",1656.772,0
"MDA","ESP",2697.714,0
"MDA","FRA",1976.854,0
"MDA","GBR",2150.279,0
"MDA","ITA",1413.827,0
"MDA","JPN",8546.01,0
"MDA","NLD",1813.739,0
"MDA","USA",7650.435,0
"MDG","AUS",10050.92,0
"MDG","CAN",14397.06,0
"MDG","DEU",8764.171,0
"MDG","ESP",8460.734,0
"MDG","FRA",8763.332,1
"MDG","GBR",9097.793,0
"MDG","ITA",7660.201,0
"MDG","JPN",11423.11,0
"MDG","NLD",8931.112,0
"MDG","USA",14006.81,0
"MDV","AUS",9147.749,0
"MDV","CAN",14056.75,0
"MDV","DEU",8042.136,0
"MDV","ESP",8631.48,0
"MDV","FRA",8294.178,0
"MDV","GBR",8525.089,1
"MDV","ITA",7330.813,0
"MDV","JPN",7611.875,0
"MDV","NLD",8206.194,0
"MDV","USA",14037.78,0
"MEX","AUS",12985.17,0
"MEX","CAN",3267.29,0
"MEX","DEU",9399.781,0
"MEX","ESP",9073.951,1
"MEX","FRA",9206.813,0
"MEX","GBR",8938.404,0
"MEX","ITA",10254.87,0
"MEX","JPN",11312.39,0
"MEX","NLD",9229.362,0
"MEX","USA",3369.053,0
"MHL","AUS",5032.042,0
"MHL","CAN",10995.13,0
"MHL","DEU",13337.16,0
"MHL","ESP",14714.1,0
"MHL","FRA",13705.24,0
"MHL","GBR",13454.02,0
"MHL","ITA",14161.74,0
"MHL","JPN",4509.069,0
"MHL","NLD",13284.67,0
"MHL","USA",11523.39,0
"MKD","AUS",15592.61,0
"MKD","CAN",7663.844,0
"MKD","DEU",1521.612,0
"MKD","ESP",2108.379,0
"MKD","FRA",1672.04,0
"MKD","GBR",1948.1,0
"MKD","ITA",742.0995,0
"MKD","JPN",9352.046,0
"MKD","NLD",1694.944,0
"MKD","USA",7509.486,0
"MLI","AUS",16866.65,0
"MLI","CAN",7554.844,0
"MLI","DEU",4524.183,0
"MLI","ESP",3116.63,0
"MLI","FRA",4139.756,1
"MLI","GBR",4379.194,0
"MLI","ITA",3809.006,0
"MLI","JPN",13672.71,0
"MLI","NLD",4564.502,0
"MLI","USA",7086.209,0
"MLT","AUS",16101.02,0
"MLT","CAN",7636.041,0
"MLT","DEU",1833.687,0
"MLT","ESP",1670.797,0
"MLT","FRA",1752.693,0
"MLT","GBR",2092.273,1
"MLT","ITA",688.7803,0
"MLT","JPN",10256.82,0
"MLT","NLD",1981.948,0
"MLT","USA",7403.357,0
"MMR","AUS",8107.946,0
"MMR","CAN",13292.35,0
"MMR","DEU",8508.293,0
"MMR","ESP",9620.679,0
"MMR","FRA",8892.726,0
"MMR","GBR",8990.69,1
"MMR","ITA",8264.19,0
"MMR","JPN",4781.767,0
"MMR","NLD",8630.553,0
"MMR","USA",13550.22,0
"MNG","AUS",10114.63,0
"MNG","CAN",9826.038,0
"MNG","DEU",6613.546,0
"MNG","ESP",8063.195,0
"MNG","FRA",7053.423,0
"MNG","GBR",6980.086,0
"MNG","ITA",6987.772,0
"MNG","JPN",3018.842,0
"MNG","NLD",6659.134,0
"MNG","USA",10166.81,0
"MNP","AUS",5493.063,0
"MNP","CAN",12037.94,0
"MNP","DEU",11608.55,1
"MNP","ESP",13085.55,1
"MNP","FRA",12042.09,0
"MNP","GBR",11908.89,0
"MNP","ITA",12075.49,0
"MNP","JPN",2355.004,1
"MNP","NLD",11625.23,0
"MNP","USA",12578.15,1
"MOZ","AUS",10738.99,0
"MOZ","CAN",13696.58,0
"MOZ","DEU",8975.49,0
"MOZ","ESP",8288.236,0
"MOZ","FRA",8855.655,0
"MOZ","GBR",9198.161,0
"MOZ","ITA",7829.499,0
"MOZ","JPN",13143.46,0
"MOZ","NLD",9123.539,0
"MOZ","USA",13211.03,0
"MRT","AUS",17865.14,0
"MRT","CAN",6509.204,0
"MRT","DEU",4221.304,0
"MRT","ESP",2742.221,0
"MRT","FRA",3794.96,1
"MRT","GBR",3963.592,0
"MRT","ITA",3774.411,0
"MRT","JPN",13519.62,0
"MRT","NLD",4219.005,0
"MRT","USA",6036.351,0
"MSR","AUS",16194.52,0
"MSR","CAN",3408.298,0
"MSR","DEU",7135.144,0
"MSR","ESP",6169.927,0
"MSR","FRA",6771.885,0
"MSR","GBR",6645.817,1
"MSR","ITA",7532.479,0
"MSR","JPN",13762.1,0
"MSR","NLD",7004.416,0
"MSR","USA",2906.769,0
"MTQ","AUS",16147.37,0
"MTQ","CAN",3671.398,0
"MTQ","DEU",7236.228,0
"MTQ","ESP",6220.881,0
"MTQ","FRA",6862.589,1
"MTQ","GBR",6750.662,0
"MTQ","ITA",7586.923,0
"MTQ","JPN",14023.92,0
"MTQ","NLD",7110.438,0
"MTQ","USA",3168.337,0
"MUS","AUS",9105.979,0
"MUS","CAN",15270.32,0
"MUS","DEU",9364.408,0
"MUS","ESP",9246.002,0
"MUS","FRA",9422.744,0
"MUS","GBR",9744.353,1
"MUS","ITA",8313.152,0
"MUS","JPN",10643.99,0
"MUS","NLD",9536.271,0
"MUS","USA",14928.16,0
"MWI","AUS",11533.4,0
"MWI","CAN",12944.85,0
"MWI","DEU",7732.286,0
"MWI","ESP",7186.515,0
"MWI","FRA",7650.657,0
"MWI","GBR",7993.257,1
"MWI","ITA",6589.733,0
"MWI","JPN",12345.96,0
"MWI","NLD",7887.344,0
"MWI","USA",12519.82,0
"MYS","AUS",6617.087,0
"MYS","CAN",14825.78,0
"MYS","DEU",10070.46,0
"MYS","ESP",11084.66,0
"MYS","FRA",10436.4,0
"MYS","GBR",10559.89,1
"MYS","ITA",9717.922,0
"MYS","JPN",5329.095,0
"MYS","NLD",10201.5,0
"MYS","USA",15130.12,0
"NAM","AUS",12088.9,0
"NAM","CAN",12231.22,0
"NAM","DEU",8299.138,1
"NAM","ESP",7334.44,0
"NAM","FRA",8084.97,0
"NAM","GBR",8414.729,0
"NAM","ITA",7188.876,0
"NAM","JPN",14350.9,0
"NAM","NLD",8422.152,0
"NAM","USA",11720.19,0
"NCL","AUS",1976.597,0
"NCL","CAN",13622.2,0
"NCL","DEU",16333.24,0
"NCL","ESP",17811.61,0
"NCL","FRA",16757.74,1
"NCL","GBR",16581.42,0
"NCL","ITA",16771.45,0
"NCL","JPN",7035.106,0
"NCL","NLD",16332.64,0
"NCL","USA",14065.69,0
"NER","AUS",16180.32,0
"NER","CAN",8300.297,0
"NER","DEU",4244.892,0
"NER","ESP",3045.1,0
"NER","FRA",3932.638,1
"NER","GBR",4230.493,0
"NER","ITA",3311.987,0
"NER","JPN",12975.32,0
"NER","NLD",4327.557,0
"NER","USA",7873.029,0
"NFK","AUS",1680.699,0
"NFK","CAN",13953.11,0
"NFK","DEU",17081.25,0
"NFK","ESP",18559.35,0
"NFK","FRA",17511.67,0
"NFK","GBR",17347.62,0
"NFK","ITA",17405.59,0
"NFK","JPN",7786.35,0
"NFK","NLD",17089.58,0
"NFK","USA",14348.53,0
"NGA","AUS",15521.28,0
"NGA","CAN",8946.49,0
"NGA","DEU",5020.854,0
"NGA","ESP",3847.711,0
"NGA","FRA",4722.149,0
"NGA","GBR",5025.222,1
"NGA","ITA",4043.533,0
"NGA","JPN",13489.08,0
"NGA","NLD",5110.319,0
"NGA","USA",8493.132,0
"NIC","AUS",13756.67,0
"NIC","CAN",3573.807,0
"NIC","DEU",9191.415,0
"NIC","ESP",8523.871,1
"NIC","FRA",8906.699,0
"NIC","GBR",8699.689,0
"NIC","ITA",9834.672,0
"NIC","JPN",12845.07,0
"NIC","NLD",9034.442,0
"NIC","USA",3408.012,0
"NIU","AUS",4184.4,0
"NIU","CAN",11505.54,0
"NIU","DEU",16411.93,0
"NIU","ESP",17311.9,0
"NIU","FRA",16639.5,0
"NIU","GBR",16308.44,1
"NIU","ITA",17478.56,0
"NIU","JPN",8071.941,0
"NIU","NLD",16296.56,0
"NIU","USA",11870.07,0
"NLD","AUS",16658.11,0
"NLD","CAN",5988.239,0
"NLD","DEU",173.5239,0
"NLD","ESP",1481.366,0
"NLD","FRA",427.9169,0
"NLD","GBR",360.315,0
"NLD","ITA",1297.695,0
"NLD","JPN",9303.377,0
"NLD","NLD",76.95715,0
"NLD","USA",5866.046,0
"NOR","AUS",15963.53,0
"NOR","CAN",5941.591,0
"NOR","DEU",969.2816,0
"NOR","ESP",2390.782,0
"NOR","FRA",1342.89,0
"NOR","GBR",1157.104,0
"NOR","ITA",2010.678,0
"NOR","JPN",8417.135,0
"NOR","NLD",916.1565,0
"NOR","USA",5916.703,0
"NPL","AUS",9751.761,0
"NPL","CAN",11940.37,0
